producto_id,retailer_id,retailer,retailer_country,categoria_id,category_raw,category_canonical,category_is_imputed,nombre_producto,marca,unidad,product_country,moneda_local,precio_local,precio_usd,precio_usd_clean,fx_local_per_usd,is_imputed_clean,decision,razon_clean,precio_usd_model,is_price_imputed_model,imputation_source,precio_median_group,precio_usd_imputed
229,7,Desconocido,AR,2,cafe,sin_categoria,True,Elegí tu envío,"Hola, Limpía tú cache",NaN,AR,LOCAL,1663.58,1.3256,1.3256,1255.0,True,keep_imputed,no_category_detected;price_parse_failed,1.3256,True,median_category_country,,1.3256
230,7,Desconocido,AR,17,leche,leche,False,Elegí tu envío,"Hola, Limpía tú cache",400 Gr,AR,LOCAL,400.0,0.3187,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
231,7,Desconocido,AR,17,leche,leche,False,Elegí tu envío,"Hola, Limpía tú cache",610 Gr,AR,LOCAL,6.43,0.0051,,1255.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
232,7,Desconocido,AR,2,cafe,sin_categoria,True,Elegí tu envío,"Hola, Limpía tú cache",600 Gr,AR,LOCAL,3.49,0.0028,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
233,7,Desconocido,AR,14,cafe,cafe,False,Elegí tu envío,"Hola, Limpía tú cache",1 Kg,AR,LOCAL,4.69,0.0037,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.91695,True,median_category_country,1.91695,1.91695
234,7,Desconocido,AR,2,cafe,sin_categoria,True,Elegí tu envío,"Hola, Limpía tú cache",500 Gr,AR,LOCAL,3.19,0.0025,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
235,7,Desconocido,AR,2,cafe,sin_categoria,True,Elegí tu envío,"Hola, Limpía tú cache",800 Gr,AR,LOCAL,3.0,0.0024,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
236,7,Desconocido,AR,14,cafe,cafe,False,Elegí tu envío,"Hola, Limpía tú cache",250 Gr,AR,LOCAL,250.0,0.1992,,1255.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.91695,True,median_category_country,1.91695,1.91695
237,7,Desconocido,AR,2,cafe,sin_categoria,True,Elegí tu envío,"Hola, Limpía tú cache",2.25 Lt,AR,LOCAL,4.6,0.0037,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
238,7,Desconocido,AR,2,cafe,sin_categoria,True,Elegí tu envío,"Hola, Limpía tú cache","2,25 Lt",AR,LOCAL,1.5,0.0012,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
253,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Elige un método de entrega,Unimarc,400 g,UNKNOWN,LOCAL,490.0,490.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
255,1,Desconocido,UNKNOWN,5,leche,sin_categoria,True,"Este gato no debería estar en esta caja, ni tú en esta página",Live Chat,NaN,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
263,2,Chedraui,MX,12,cebolla,cebolla,False,Frutas y verduras,Verduras,NaN,MX,LOCAL,12679.94,680.985,,18.62,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
264,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Frutas Y Verduras,Verduras,2.25 L,UNKNOWN,LOCAL,2300.0,2300.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
265,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Frutas Y Verduras,Verduras,500g,UNKNOWN,LOCAL,599.0,599.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
266,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Frutas Y Verduras,Verduras,600 Gr,UNKNOWN,LOCAL,2799.0,2799.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
267,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Frutas Y Verduras,Verduras,300 Gr,UNKNOWN,LOCAL,2999.0,2999.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
268,2,Chedraui,MX,19,harina de trigo,harina de trigo,False,Harinas y reposteria,San Blas,500g,MX,LOCAL,2902.4,155.8757,,18.62,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
269,2,Chedraui,MX,3,pan,sin_categoria,True,Harinas y reposteria,Harina Chedraui Trigo 1Kg,1Kg,MX,LOCAL,66.32,3.5617,3.5617,18.62,True,keep_imputed,no_category_detected;price_parse_failed,3.5617,True,median_category_country,2.4705,3.5617
270,2,Chedraui,MX,19,harina de trigo,harina de trigo,False,Harinas y reposteria,La Moderna,1kg,MX,LOCAL,2902.4,155.8757,,18.62,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
271,2,Chedraui,MX,19,harina de trigo,harina de trigo,False,Harinas y reposteria,Sol de Oro,1kg,MX,LOCAL,2902.4,155.8757,,18.62,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
272,7,Desconocido,AR,5,leche,sin_categoria,True,"Hola, Limpía tú cache",IR AL PAGO,1 Lt,AR,LOCAL,1.2,0.001,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
273,7,Desconocido,AR,17,leche,leche,False,"Hola, Limpía tú cache",¿Quéres terminar tu compra?,560 Gr,AR,LOCAL,5.01,0.004,,1255.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
274,7,Desconocido,AR,5,leche,sin_categoria,True,"Hola, Limpía tú cache",¿Quéres terminar tu compra?,1 Kg,AR,LOCAL,1.3,0.001,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
275,7,Desconocido,AR,5,leche,sin_categoria,True,"Hola, Limpía tú cache",¿Quéres terminar tu compra?,500 Gr,AR,LOCAL,500.0,0.3984,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
276,7,Desconocido,AR,5,leche,sin_categoria,True,"Hola, Limpía tú cache",¿Quéres terminar tu compra?,"1,5 Lt",AR,LOCAL,800.0,0.6375,,1255.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
277,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Horarios de entrega,LISTA,400 GR,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
278,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Horarios de entrega,LISTA,1.5LT,UNKNOWN,LOCAL,100.0,100.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
279,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Horarios de entrega,LISTA,400 GRAMOS,UNKNOWN,LOCAL,400.0,400.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
280,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Horarios de entrega,LISTA,85 GRAMOS,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
281,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Huevos Blanco,Descripción del producto,500 Gr,UNKNOWN,LOCAL,4241.5,4241.5,,1.0,True,keep_imputed,heuristic_default [precio_usd fuera de rango 1–20],5.19,True,median_category_country,5.19,5.19
283,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Huevos Color,Descripción del producto,500 Gr,UNKNOWN,LOCAL,1596.0,1596.0,,1.0,True,keep_imputed,heuristic_default [precio_usd fuera de rango 1–20],5.19,True,median_category_country,5.19,5.19
285,1,Desconocido,UNKNOWN,18,huevo,huevo,False,la herradura,Huevo primera color,NaN,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,price_parse_failed [precio_usd fuera de rango 1–20],5.19,True,median_category_country,5.19,5.19
289,2,Chedraui,MX,18,huevo,huevo,False,Lacteos y huevo,Huevos,30 Piezas,MX,LOCAL,66.32,3.5617,3.5617,18.62,True,keep_imputed,price_parse_failed,3.5617,True,median_category_country,4.99195,3.5617
290,1,Desconocido,UNKNOWN,17,leche,leche,False,LECHE EQUILIBRIO TETRAPAK UHTLATTI 900ML,Unidades disponibles,900ML,UNKNOWN,LOCAL,900.0,900.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.11,True,median_category_country,1.11,1.11
292,4,Desconocido,US,17,leche,leche,False,LECHE PARMALAT 900 ML ENTERA,Comparar,900 ML,US,LOCAL,0.99,0.99,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.42,True,median_category_country,1.42,1.42
294,1,Desconocido,UNKNOWN,17,leche,leche,False,Leches Frescas,Leches Enteras,NaN,UNKNOWN,LOCAL,428.01,428.0052,,1.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],1.11,True,median_category_country,1.11,1.11
295,1,Desconocido,UNKNOWN,17,leche,leche,False,Leches Larga Vida,Leches Enteras,1l,UNKNOWN,LOCAL,1911.0,1911.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.11,True,median_category_country,1.11,1.11
297,1,Desconocido,UNKNOWN,17,leche,leche,False,"Lácteos, refrigerados y huevos",Leches líquidas,1 Litro,UNKNOWN,LOCAL,970.0,970.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.11,True,median_category_country,1.11,1.11
300,1,Desconocido,UNKNOWN,28,cebolla,sin_categoria,True,Massas e Molhos,Descripción del producto,500g,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
301,1,Desconocido,UNKNOWN,29,pasta seca,sin_categoria,True,Massas e Molhos,fideos,500g,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
304,1,Desconocido,UNKNOWN,15,pan,pan,False,Meu Desconto,Blog do Pão,1kg,UNKNOWN,LOCAL,50.0,50.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
306,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,500g,BR,LOCAL,4.89,0.8976,,5.448,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.5767,True,median_category_country,1.5767,1.5767
310,1,Desconocido,UNKNOWN,15,pan,pan,False,Meu Desconto,Blog do Pão,400g,UNKNOWN,LOCAL,400.0,400.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
312,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,600ml,BR,LOCAL,4.49,0.8242,,5.448,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.5767,True,median_category_country,1.5767,1.5767
318,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,350ml,BR,LOCAL,5.29,0.971,,5.448,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.5767,True,median_category_country,1.5767,1.5767
319,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,269ml,BR,LOCAL,2.99,0.5488,,5.448,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.5767,True,median_category_country,1.5767,1.5767
320,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1kg,BR,LOCAL,5.09,0.9343,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
327,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,400g,UNKNOWN,LOCAL,400.0,400.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
329,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,600ml,BR,LOCAL,5.39,0.9894,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
331,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1L,BR,LOCAL,4.99,0.9159,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
332,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1 Litro,BR,LOCAL,4.69,0.8609,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
333,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,350ml,BR,LOCAL,3.79,0.6957,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
335,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,269ml,BR,LOCAL,3.19,0.5855,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
342,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,200ml,BR,LOCAL,1.89,0.3469,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
345,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1l,BR,LOCAL,4.49,0.8242,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
354,3,Desconocido,BR,3,pan,sin_categoria,True,Padaria e Matinais,Leites,1 L,BR,LOCAL,4.79,0.8792,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
356,3,Desconocido,BR,3,pan,sin_categoria,True,Padaria e Matinais,Leites,1 Litro,BR,LOCAL,5.15,0.9453,,5.448,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],1.9805,True,median_category_country,1.9805,1.9805
357,1,Desconocido,UNKNOWN,15,pan,pan,False,Padaria e Matinais,Panes y Torradas,450g,UNKNOWN,LOCAL,44.23,44.2339,,1.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
358,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Padaria e Matinais,Leites,1 Litro,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
359,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Padaria e Matinais,Leites,1 L,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
360,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Padaria e Matinais,Leites,1L,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
364,1,Desconocido,UNKNOWN,17,leche,leche,False,PAN TAJADO MANTEQUILLA 450G,Unidades disponibles,450G,UNKNOWN,LOCAL,450.0,450.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.11,True,median_category_country,1.11,1.11
365,1,Desconocido,UNKNOWN,15,pan,pan,False,PAN TAJADO MULTIGRANOS 450 G,Unidades disponibles,450 G,UNKNOWN,LOCAL,450.0,450.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
366,1,Desconocido,UNKNOWN,15,pan,pan,False,PAN VITAL FRUTICEREAL 500 G,Unidades disponibles,500 G,UNKNOWN,LOCAL,500.0,500.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
367,1,Desconocido,UNKNOWN,5,leche,sin_categoria,True,Panaderia Propia,Panificados,550g,UNKNOWN,LOCAL,600.0,600.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
368,2,Chedraui,MX,15,pan,pan,False,Panaderia y tortilleria,Pan salado,675g,MX,LOCAL,72.0,3.8668,3.8668,18.62,True,keep_imputed,price_parse_failed;price<=0,3.8668,True,median_category_country,3.8668,3.8668
376,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y repostería,Pan,800 g,UNKNOWN,LOCAL,44.23,44.2339,,1.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
378,1,Desconocido,UNKNOWN,16,papa,papa,False,PAPA AIRFRYER MCCAIN X 500G,Unidades disponibles,500G,UNKNOWN,LOCAL,500.0,500.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.19,True,median_category_country,2.19,2.19
379,1,Desconocido,UNKNOWN,12,cebolla,cebolla,False,PAPA CAPIRA X 2500 G,Unidades disponibles,2500 G,UNKNOWN,LOCAL,2500.0,2500.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.69,True,median_category_country,1.69,1.69
380,1,Desconocido,UNKNOWN,27,pasta seca,pasta seca,False,"Pasta Seca, Lista Y Rellenas",Pastas Secas,500g,UNKNOWN,LOCAL,975.0,975.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
381,1,Desconocido,UNKNOWN,27,pasta seca,pasta seca,False,"Pasta Seca, Lista Y Rellenas",Pastas Secas,500 GR,UNKNOWN,LOCAL,4088.5,4088.5,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
382,1,Desconocido,UNKNOWN,27,pasta seca,pasta seca,False,"Pasta Seca, Lista Y Rellenas",Pastas Secas,500 Gr,UNKNOWN,LOCAL,4224.35,4224.35,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
383,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Pasta spaghetti integral,400 g,400 g,UNKNOWN,LOCAL,950.0,950.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
384,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Pasta spaghetti n°5,400 g,400 g,UNKNOWN,LOCAL,470.0,470.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
386,1,Desconocido,UNKNOWN,30,pollo entero,sin_categoria,True,Pechuga deshuesada de pollo co...,4.5 Kg,4.5 Kg,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
393,1,Desconocido,UNKNOWN,17,leche,leche,False,QUESITO ALPINA 185 G,Unidades disponibles,185 G,UNKNOWN,LOCAL,185.0,185.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.11,True,median_category_country,1.11,1.11
394,4,Desconocido,US,23,cerveza,sin_categoria,True,QUESO FRESCO LUCILITA 250 G,Comparar,250 G,US,LOCAL,250.0,250.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],12.0,True,median_category_country,12.0,12.0
395,4,Desconocido,US,23,cerveza,sin_categoria,True,QUESO FRESCO NANDITO 500 G,Comparar,500 G,US,LOCAL,500.0,500.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],12.0,True,median_category_country,12.0,12.0
396,4,Desconocido,US,23,cerveza,sin_categoria,True,QUESO FRESCO REYQUESO 700 G,Comparar,700 G,US,LOCAL,700.0,700.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],12.0,True,median_category_country,12.0,12.0
398,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Quesos Blandos,Queso Muzzarella,500g,UNKNOWN,LOCAL,500.0,500.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
399,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Quesos Blandos,Queso Cremoso,500g,UNKNOWN,LOCAL,8999.0,8999.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
400,1,Desconocido,UNKNOWN,5,leche,sin_categoria,True,Quesos Blandos,Queso Muzzarella,170g,UNKNOWN,LOCAL,170.0,170.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
403,1,Desconocido,UNKNOWN,15,pan,pan,False,Resultados de búsqueda para: 'pan molde mas ahorro 550 g 259789000',Ver como,550 g,UNKNOWN,LOCAL,0.78,0.78,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.49,True,median_category_country,2.49,2.49
405,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Resultados de búsqueda para: 'queso cremoso toni 500 g 270558000',Ver como,500 g,UNKNOWN,LOCAL,600.0,600.0,,1.0,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
409,1,Desconocido,UNKNOWN,16,papa,papa,False,Saltar menú Cenco,Frutas y Verduras Propias,2 kg,UNKNOWN,LOCAL,495.0,495.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.19,True,median_category_country,2.19,2.19
411,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Saltar menú Cenco,Frutas y verduras,NaN,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
415,1,Desconocido,UNKNOWN,31,banano,banano,False,Saltar menú Cenco,Frutas y Verduras Propias,NaN,UNKNOWN,LOCAL,995.0,995.0,,1.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],1.145,True,median_category_country,1.145,1.145
425,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,que podemos ofrecer.,NaN,UNKNOWN,LOCAL,234.19,234.1938,,1.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],3.705,True,median_category_country,3.705,3.705
428,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,49Kg,PE,LOCAL,174.0,49.0141,,3.55,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],4.7662,True,median_category_country,4.7662,4.7662
429,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,49kg,PE,LOCAL,210.0,59.1549,,3.55,True,keep_imputed,no_category_detected [precio_usd fuera de rango 1–20],4.7662,True,median_category_country,4.7662,4.7662
451,5,Desconocido,CO,2,cafe,sin_categoria,True,Selecciona tu,Método de envío,500 G,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
452,5,Desconocido,CO,15,pan,pan,False,Selecciona tu,Método de envío,540 G,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
453,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,450 G,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
454,5,Desconocido,CO,18,huevo,huevo,False,Selecciona tu,Método de envío,NaN,CO,LOCAL,100.78,0.0249,,4047.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
455,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,30 Unidades,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
456,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,1000 Ml,CO,LOCAL,400.0,0.0988,,4047.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
457,5,Desconocido,CO,10,arroz,arroz,False,Selecciona tu,Método de envío,5 Kg,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
458,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,10 Kg,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
459,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,3 Kg,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
460,5,Desconocido,CO,2,cafe,sin_categoria,True,Selecciona tu,Método de envío,12.5 KG,CO,LOCAL,100.78,0.0249,,4047.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
461,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,650 G,CO,LOCAL,250.0,0.0618,,4047.0,True,keep,heuristic_default [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
462,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,400 G,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
463,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,440 G,CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
464,5,Desconocido,CO,14,cafe,cafe,False,Selecciona tu,Método de envío,"1,1 Lt",CO,LOCAL,97.32,0.024,,4047.0,True,keep_imputed,price_parse_failed;price<=0 [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
465,5,Desconocido,CO,2,cafe,sin_categoria,True,Selecciona tu,Método de envío,800 Ml,CO,LOCAL,100.78,0.0249,,4047.0,True,keep_imputed,no_category_detected;price_parse_failed [precio_usd fuera de rango 1–20],2.885,True,global_median,,2.885
